NOMEDEP;DE;MUN;CD_IBGE;DISTR;COD_ESC;CODESCMEC;NOMESC;CODSIT;TIPOESC;ENDESC;NUMESC;COMPLEMENTO;CEP;BAIESC;ZONA;DS_LATITUDE;DS_LONGITUDE;CODVINC
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;3943;35003943;JACYRA MOYA MARTINS CARVALHO PROFESSORA;1;8;ARISTIDES GUILHEM ALMIRANTE;38;RUA;5526000;JARDIM JUSSARA;1;-23,60330009;-46,74679947;0
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;4169;35004169;ANA ROSA DE ARAUJO DONA;1;8;EDEN;100;RUA;5619000;VILA INAH;1;-23,58904076;-46,72719955;0
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;4170;35004170;ANDRONICO DE MELLO PROFESSOR;1;8;THEO DUTRA;33;RUA;5628000;JARDIM COLOMBO;1;-23,59794998;-46,7317009;0
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;4236;35004236;PEDRO FONSECA PROFESSOR;1;8;RUBENS GRISOLIA;65;RUA;5634150;JARDIM MONTE KEMEL;1;-23,60284042;-46,74028015;0
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;4248;35004248;THOMAZIA MONTORO;1;8;DOUTOR ADOLFO MELO JUNIOR;156;RUA;5522030;FERREIRA;1;-23,59276962;-46,73714828;0
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;4259;35004259;ADOLFO TRIPOLI PROFESSOR;1;8;LOURENCO DE AZEVEDO;149;RUA;5624060;VILA MORSE;1;-23,59656906;-46,72982025;0
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;286345;35286345;HOSPITAL DARCY VARGAS CL HOSP;1;7;DOUTOR SERAFICO DE ASSIS CARVALHO;34;RUA;5690050;MORUMBI;1;-23,59339905;-46,71039963;4259
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;296739;35296739;HOSPITAL DARCY VARGAS CL HOSP;1;7;SERAFICO DE ASSIS CARVALHO DOUTOR;SN;RUA;5614040;JARDIM LEONOR;1;-23,5934;-46,7107;4259
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;558187;35558187;HOSPITAL DARCY VARGAS CL HOSP;1;7;R DOUTOR SERAFICO DE ASSIS CARVALHO;34;RUA;5614040;MORUMBI;1;-23,5934;-46,7104;4259
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;558199;35558199;HOSPITAL DARCY VARGAS CL HOSPITALAR;1;7;R DOUTOR SERAFICO DE ASSIS CARVALHO;40;RUA;5614040;MORUMBI;1;-23,5935;-46,7105;4259
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;558217;35558217;HOSPITAL DARCY VARGAS CL HOSP;1;7;R DOUTOR SERAFICO DE ASSIS CARVALHO;34;RUA;5614040;MORUMBI;1;-23,5934;-46,7104;4259
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;559155;35559155;HOSPITAL DARCY VARGAS CLASSE HOSPITALAR;1;7;R DOUTOR SERAFICO DE ASSIS CARVALHO;34;RUA;5614040;MORUMBI;1;-23,5934;-46,7104;4259
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;559167;35559167;ADOLFO TRIPOLI CL HOSPITALAR DARCY VARGAS;1;7;R DOUTOR SERAFICO DE ASSIS CARVALHO;34;RUA;5614040;MORUMBI;1;-23,59339905;-46,71039963;4259
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;559179;35559179;HOSPITAL DARCY VARGAS CL HOSPITALAR;1;7;R DOUTOR SERAFICO DE ASSIS CARVALHO;34;RUA;5614040;MORUMBI;1;-23,5934;-46,7104;4259
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;3550308;VILA SONIA;577212;35577212;HOSPITAL ALBERT EINSTEIN CL HOSPITALAR;1;7;LOURENCO DE AZEVEDO;149;RUA;5624060;VILA MORSE;1;-23,59679985;-46,73010254;4259
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;BELA VISTA;3759;35003759;MARIA JOSE;1;8;TREZE DE MAIO;267;RUA;1327000;BELA VISTA;1;-23,55607033;-46,64653015;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;BELA VISTA;483692;35483692;REAL E BENEMERITA ASSOC PORT DE BENEFICENCIA CL HOSPITALAR;1;7;MAESTRO CARDIM;769;;1323900;BELA VISTA;1;-23,56990051;-46,64619827;3815
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;BELA VISTA;576529;35576529;REAL E BENEMERITA ASSOC PORT DE BENEFICENCIA CL HOSPITALAR;1;7;MAESTRO CARDIM;769;;1323900;BELA VISTA;1;-23,56990051;-46,64619827;3815
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CAMBUCI;4303;35004303;ADELINA ISSA ASHCAR;1;8;ALEXANDRINO DA SILVEIRA BUENO;SN;RUA;1524010;CAMBUCI;1;-23,56520081;-46,61400986;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CAMBUCI;4455;35004455;OSCAR THOMPSON;1;8;LINS DE VASCONCELOS;600;AVENIDA;1538000;CAMBUCI;1;-23,56839943;-46,62184906;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CAMBUCI;4467;35004467;GOMES CARDIM PROFESSOR;1;8;LACERDA FRANCO;1641;AVENIDA;1536001;CAMBUCI;1;-23,57707977;-46,62495041;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CURSINO;4546;35004546;RAUL FONSECA;1;8;INHAIBA;92;AVENIDA;4292050;SAUDE;1;-23,61186028;-46,60828018;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CURSINO;4561;35004561;VALENTIM GENTIL;1;8;FRANCISCO HURTADO;303;RUA;4156040;AGUA FUNDA;1;-23,63249016;-46,62248993;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CURSINO;4649;35004649;CALIXTO DE SOUZA ARANHA PROFESSOR;1;8;SIMAO LOPES;925;RUA;4167001;VILA MORAES;1;-23,63320923;-46,61309052;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CURSINO;4741;35004741;JULIO RIBEIRO;1;8;DOUTOR NESTOR ALBERTO DE MACEDO;117;RUA;4154020;VILA MORAES;1;-23,62607956;-46,61959839;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CURSINO;4777;35004777;ANTONIO ALCANTARA MACHADO;1;8;AMERICO RIBEIRO;97;RUA;4130050;VILA GUMERCINDO;1;-23,60413933;-46,61648178;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CURSINO;4789;35004789;ANTONIO CASTELAR DE FRANCESCHI;1;8;DOM PERO SARDINHA;115;RUA;4134050;VILA GUMERCINDO;1;-23,60619926;-46,62388992;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CURSINO;4819;35004819;RAUL HUMAITA VILLA NOVA CORONEL;1;8;MAESTRO JOAO BATISTA JULIAO;SN;RUA;4124090;VILA FIRMIANO PINTO;1;-23,59796906;-46,62147141;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CURSINO;4820;35004820;JOSE VICENTE DE AZEVEDO CONDE;1;8;GUARAREMA;365;RUA;4136030;BOSQUE DA SAUDE;1;-23,60931969;-46,62612152;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CURSINO;4873;35004873;ISABEL PRINCESA;1;8;IBIRAREMA;341;RUA;4136000;BOSQUE DA SAUDE;1;-23,60963058;-46,62742996;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CURSINO;38155;35038155;RUBENS DO AMARAL DEPUTADO;1;8;FILIPE CARDOSO;554;RUA;4149080;JARDIM DA SAUDE;1;-23,61701965;-46,61711121;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CURSINO;38179;35038179;CARLOS PASQUALE PROFESSOR;1;8;LAGES MARQUES;219;RUA;4162000;VILA MORAES;1;-23,62829971;-46,61669922;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;CURSINO;39147;35039147;MARTHA FIGUEIRA NETTO DA SILVA PROFESSORA;1;8;ABEYLARD QUEIROS;195;RUA;4155010;VILA AGUA FUNDA;1;-23,63101959;-46,62574005;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;IPIRANGA;4297;35004297;MURTINHO NOBRE DOUTOR;1;8;OUVIDOR PORTUGAL;789;RUA;1551000;VILA MONUMENTO;1;-23,57368088;-46,61228943;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;IPIRANGA;4315;35004315;JULIO DE MESQUITA FILHO;1;8;AGOSTINHO GOMES;601;RUA;4206000;IPIRANGA;1;-23,57527924;-46,60517883;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;IPIRANGA;4327;35004327;ITAUNA VISCONDE DE;1;8;SILVA BUENO;1412;RUA;4208001;IPIRANGA;1;-23,59083939;-46,60136032;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;IPIRANGA;4388;35004388;SEMINARIO NOSSA SENHORA DA GLORIA;1;8;MOREIRA DE GODOI;399;RUA;4266060;IPIRANGA;1;-23,59160042;-46,60969925;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;IPIRANGA;4397;35004397;JOSE ESCOBAR PROFESSOR;1;8;GREENFELD;130;RUA;4218100;IPIRANGA;1;-23,6012001;-46,60255814;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;IPIRANGA;4406;35004406;MILDRE ALVARES BIAGGI PROFESSORA;1;8;MONTALVERNE;91;RUA;4265060;VILA SAO JOSE IPIRANGA;1;-23,59329033;-46,61317062;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;IPIRANGA;4418;35004418;NOSSA SENHORA APARECIDA;1;8;ALVARO FRAGOSO;734;RUA;4223000;VILA CARIOCA;1;-23,5986805;-46,59075928;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;IPIRANGA;4424;35004424;FRANCISCO DE ASSIS REYS;1;8;BOM PASTOR;1560;RUA;4203002;IPIRANGA;1;-23,59033012;-46,60723877;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;IPIRANGA;4443;35004443;ODON CAVALCANTI PROFESSOR;1;8;BAMBORE;546;RUA;4278060;VILA NAIR;1;-23,60265923;-46,60821152;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;IPIRANGA;4479;35004479;ALEXANDRE DE GUSMAO;1;8;CISPLATINA;298;RUA;4211040;IPIRANGA;1;-23,58818054;-46,60432816;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;IPIRANGA;4510;35004510;TEOTONIO ALVES PEREIRA;1;8;ARCIPRESTE EZEQUIAS;734;RUA;4271060;VILA SAO JOSE IPIRANGA;1;-23,59119034;-46,61906052;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;IPIRANGA;985120;35985120;CEL JTO A EE ALEXANDRE DE GUSMAO;1;6;CISPLATINA;298;RUA;4211040;IPIRANGA;1;-23,58818054;-46,60432816;4479
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;LIBERDADE;4340;35004340;ROOSEVELT PRESIDENTE;1;8;SAO JOAQUIM;320;RUA;1508000;LIBERDADE;1;-23,56235886;-46,6356163;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;LIBERDADE;38143;35038143;CAETANO DE CAMPOS;1;8;PIRES DA MOTA;99;RUA;1529001;ACLIMACAO;1;-23,56509018;-46,63021851;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;LIBERDADE;432660;35432660;HOSPITAL ANTONIO PRUDENTE CL HOSPITALAR;1;7;ANTONIO PRUDENTE PROFESSOR;211;RUA;1509010;LIBERDADE;1;-23,5655098;-46,63788986;4340
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;LIBERDADE;432672;35432672;HOSPITAL ANTONIO PRUDENTE CL HOSPITALAR;1;7;ANTONIO PRUDENTE PROFESSOR;211;RUA;1509010;LIBERDADE;1;-23,5655098;-46,63788986;4340
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;LIBERDADE;447213;35447213;HOSPITAL AC CAMARGO CLASSE HOSPITALAR;1;7;TAMANDARE;753;RUA;1525001;LIBERDADE;1;-23,56528091;-46,63587189;4340
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;LIBERDADE;447225;35447225;HOSPITAL AC CAMARGO CLASSE HOSPITALAR;1;7;TAMANDARE;753;RUA;1525001;LIBERDADE;1;-23,56528091;-46,63587189;4340
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;LIBERDADE;498634;35498634;CEL JTO A EE ROOSEVELT PRESIDENTE;1;6;SAO JOAQUIM;120;RUA;1508000;LIBERDADE;1;-23,56187057;-46,6375885;4340
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;LIBERDADE;558230;35558230;HOSPITAL ANTONIO PRUDENTE CL HOSPITALAR;1;7;ANTONIO PRUDENTE PROFESSOR;211;RUA;1509010;LIBERDADE;1;-23,5655098;-46,63788986;4340
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;LIBERDADE;559271;35559271;HOSPITAL ANTONIO PRUDENTE CL HOSPITALAR;1;7;ANTONIO PRUDENTE PROFESSOR;211;RUA;1509010;LIBERDADE;1;-23,5655098;-46,63788986;4340
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;MOOCA;1512;35001512;ARMANDO ARAUJO;1;8;JUVENAL PARADA;264;RUA;3167060;MOOCA;1;-23,5566597;-46,59716034;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;MOOCA;1545;35001545;PANDIA CALOGERAS;1;8;PAES DE BARROS;1025;AVENIDA;3115020;MOOCA;1;-23,56455994;-46,5961113;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;MOOCA;1569;35001569;OSWALDO CRUZ;1;8;DA MOOCA;2183;RUA;3103003;MOOCA;1;-23,55497742;-46,60394669;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;MOOCA;1661;35001661;MMDC;1;8;CUIABA;667;RUA;3183001;ALTO DA MOOCA;1;-23,56049919;-46,5904007;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;MOOCA;1824;35001824;JOSE HEITOR CARUSI PROFESSOR;1;8;ROBERTO UGOLINI COMENDADOR;300;RUA;3125010;PARQUE DA MOOCA;1;-23,57563972;-46,58834076;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;MOOCA;559702;35559702;CENTRO ATEND SOCIOEDC ADOLESC INTERNATO FEM MOOCA CI;1;34;JAPURUCHITA;300;RUA;3128070;ALTO DA MOOCA;1;-23,57034417;-46,58544537;1569
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;4273;35004273;DEMOSTHENES MARQUES PROFESSOR;1;8;ALENCAR ARARIPE;611;RUA;4253000;SACOMA;1;-23,61248016;-46,59719086;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;4285;35004285;JACQUES MARITAIN;1;8;LARANJAL;36;RUA;4250100;VILA MARTE;1;-23,62252998;-46,60002899;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;4339;35004339;ATALIBA DE OLIVEIRA PROFESSOR;1;8;SAO SILVESTRE;400;RUA;4255080;SAO JOAO CLIMACO;1;-23,62402916;-46,5945816;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;4364;35004364;ASTROGILDO SILVA PROFESSOR;1;8;PATENTE;615;AVENIDA;4243000;JARDIM PATENTE;1;-23,62767029;-46,58660126;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;4431;35004431;MANUELA LACERDA VERGUEIRO;1;8;TAMUATA;176;RUA;4255140;SAO JOAO CLIMACO;1;-23,62194061;-46,59307861;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;4480;35004480;EURYDICE ZERBINI PROFESSORA;1;8;EPIACABA;547;RUA;4257145;PARQUE FONGARO;1;-23,63433075;-46,58890915;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;4492;35004492;GUALTER DA SILVA PROFESSOR;1;8;ANATOLE FRANCE;76;RUA;4283050;VILA MOINHO VELHO;1;-23,60630035;-46,60324097;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;4509;35004509;MARIA ODILA GUIMARAES BUENO PROFESSORA;1;8;AMERICO SAMARONE;350;RUA;4284000;VILA MOINHO VELHO;1;-23,60623932;-46,60198975;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;4522;35004522;RAUL CARDOSO DE ALMEIDA PROFESSOR;1;8;NOSSA SENHORA DAS MERCES;1000;RUA;4165011;VILA DAS MERCES;1;-23,62631989;-46,60655975;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;4601;35004601;JULIA COLLACO FRANCA PROFESSORA;1;8;ARLINDO VIEIRA PADRE;3443;AVENIDA;4166003;JARDIM VERGUEIRO SACOMA;1;-23,6466198;-46,61034012;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;37618;35037618;ALVARO DE SOUZA LIMA DOUTOR;1;8;MEMORIAL DE AIRES;478;RUA;4194280;JARDIM SAO SAVERIO;1;-23,65307999;-46,61228943;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;38167;35038167;JOSE MARIA WHITAKER DOUTOR;1;8;ARNALDO DANTE PADRE;250;RUA;4182070;JARDIM SANTA CRUZ SACOMA;1;-23,63991928;-46,59658051;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;39378;35039378;MELVIN JONES;1;8;LEANDRO DE SOUZA;65;;4256050;SAO JOAO CLIMACO;1;-23,62837982;-46,59399033;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;409169;35409169;TERUKO UEDA YAMAGUTI PROFESSORA;1;8;AMADEU GIUSTI;52;RUA;4182080;JARDIM SANTA CRUZ SACOMA;1;-23,63987923;-46,59724045;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;433615;35433615;CARLOS ESTEVAM ALDO MARTINS PROFESSOR;1;8;SILVESTRE SAO;396;RUA;4255080;SAO JOAO CLIMACO;1;-23,62368965;-46,59511948;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;904326;35904326;TANCREDO NEVES PRESIDENTE;1;8;MARGINAL COM RUA BARBINOS;111;AVENIDA;4243000;JARDIM PATENTE;1;-23,62612915;-46,58658981;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;SACOMA;911033;35911033;HENRIQUE DE SOUZA FILHO HENFIL;1;8;GASTAO FORMENTI;70;RUA;4187170;VILA SANTA TERESA ZONA SUL;1;-23,64752007;-46,59381866;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA MARIANA;3724;35003724;ROLDAO LOPES DE BARROS PROFESSOR;1;8;COLONIA DA GLORIA;580;RUA;4113001;JARDIM DA GLORIA;1;-23,58724976;-46,62742996;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA MARIANA;3748;35003748;ARCY MAJOR;1;8;JOSE DE QUEIROS ARANHA DOUTOR;451;RUA;4106062;VILA MARIANA;1;-23,57869911;-46,63562012;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA MARIANA;3797;35003797;FABIANO LOZANO MAESTRO;1;8;HUMBERTO I;633;RUA;4018031;VILA MARIANA;1;-23,58580971;-46,64144897;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA MARIANA;3815;35003815;FLORIANO MARECHAL;1;8;DONA JULIA;37;RUA;4117020;VILA MARIANA;1;-23,58810997;-46,63502121;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA MARIANA;3827;35003827;RODRIGUES ALVES;1;8;PAULISTA;227;AVENIDA;1311000;PARAISO;1;-23,56990051;-46,64619827;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA MARIANA;4790;35004790;BRASILIO MACHADO;1;8;AFONSO CELSO;311;RUA;4119001;VILA MARIANA;1;-23,59421921;-46,63510895;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA MARIANA;4856;35004856;PEDRO VOSS PROFESSOR;1;8;JOSE DE MAGALHAES;477;RUA;4026090;VILA CLEMENTINO;1;-23,59830093;-46,64931107;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA MARIANA;4893;35004893;LASAR SEGALL;1;8;DOUTOR THIRSO MARTINS;211;RUA;4120050;VILA MARIANA;1;-23,59572029;-46,63441849;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA MARIANA;432866;35432866;HOSPITAL SAO PAULO CL HOSPITALAR;1;7;NAPOLEAO DE BARROS;715;RUA;4024002;VILA CLEMENTINO;1;-23,5983;-46,64930729;4856
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA MARIANA;432908;35432908;HOSPITAL SAO PAULO CL HOSPITALAR;1;7;NAPOLEAO DE BARROS;715;RUA;4024002;VILA CLEMENTINO;1;-23,5983;-46,64930729;4856
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA MARIANA;568338;35568338;HOSPITAL SAO PAULO CLASSE HOSPITALAR;1;7;NAPOLEAO DE BARROS;757;RUA;4024000;VILA CLEMENTINO;1;-23,59816067;-46,64398583;4856
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA MARIANA;568348;35568348;HOSPITAL SAO PAULO CLASSE HOSPITALAR;1;7;NAPOLEAO DE BARROS;757;RUA;4024002;VILA CLEMENTINO;1;-23,59814101;-46,644;4856
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA PRUDENTE;1685;35001685;MARIO CASASSANTA PROFESSOR;1;8;PARAMU;693;RUA;3147100;VILA ALPINA;1;-23,59429932;-46,565979;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA PRUDENTE;1739;35001739;ANDRE DREYFUS PROFESSOR;1;8;PEDRO DE GODOI;170;RUA;3138010;VILA ZELINA;1;-23,58797073;-46,58274841;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA PRUDENTE;1764;35001764;ANNITA ATALLA PROFESSORA;1;8;LOURENCO CAETANO DA SILVA;18;RUA;3227020;JARDIM AVELINO;1;-23,58786011;-46,57062912;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA PRUDENTE;1788;35001788;OLGA BENATTI PROFESSORA;1;8;IBITIRAMA;1412;RUA;3134001;VILA BELA;1;-23,59184074;-46,57995987;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA PRUDENTE;1797;35001797;BRISABELLA ALMEIDA NOBRE PROFESSORA;1;8;SANTA GENOVEVA;47;RUA;3213050;VILA CALIFORNIA;1;-23,60597992;-46,56074905;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA PRUDENTE;1843;35001843;FRANCISCO BORGES VIEIRA DOUTOR;1;8;PARATINQUARA;67;RUA;3209040;VILA ALPINA;1;-23,59719086;-46,55850983;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA PRUDENTE;1855;35001855;AMERICO DE MOURA PROFESSOR;1;8;MENDONCA CORTE REAL;SN;RUA;3227110;JARDIM AVELINO;1;-23,58337975;-46,57381821;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA PRUDENTE;1879;35001879;JOAO FIRMINO DE CAMPOS;1;8;VISCONDE DE ALCANTARA;350;RUA;3205060;VILA ALPINA;1;-23,6031208;-46,56837082;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA PRUDENTE;1892;35001892;REPUBLICA DO PARAGUAY;1;8;CARLOS MULLER;21;RUA;3132060;VILA SAO MAURICIO;1;-23,58090973;-46,58378983;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA PRUDENTE;1909;35001909;CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA;1;8;MARIA DAFFRE;406;RUA;3150020;QUINTA DA PAINEIRA;1;-23,58493042;-46,5880394;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA PRUDENTE;1958;35001958;JULIA MACEDO PANTOJA PROFESSORA;1;8;ASSUPA;200;RUA;3137050;VILA PRUDENTE;1;-23,5797596;-46,57653046;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA PRUDENTE;36985;35036985;OSWALDO GUERNER GONZALEZ PROFESSOR;1;8;CARUSO;314;RUA;3211060;VILA ALPINA;1;-23,60191917;-46,55424118;0
ESTADUAL - SE;CENTRO SUL;SAO PAULO;3550308;VILA PRUDENTE;985788;35985788;CEL JTO A EE JULIA MACEDO PANTOJA PROFESSORA;1;6;ASSUPA;200;RUA;3137050;VILA PRUDENTE;1;-23,5797596;-46,57653046;1958
ESTADUAL - SE;DIADEMA;DIADEMA;3513801;DIADEMA;7336;35007336;MERCIA ARTIMOS MARON PROFESSORA;1;8;SANTA MARTA;86;ANTIGO JARDIM SANTA RITA;9940180;TABOAO;1;-23,67099953;-46,60480118;0
ESTADUAL - SE;DIADEMA;DIADEMA;3513801;DIADEMA;7341;35007341;NICEIA ALBARELLO FERRARI PROFESSORA;1;8;SAO JOAO;200;ANTIGO JARDIM REMANSO;9910580;CENTRO;1;-23,68610001;-46,63180161;0
ESTADUAL - SE;DIADEMA;DIADEMA;3513801;DIADEMA;7365;35007365;LYDES RACHEL GUTIERRES PROFESSORA;1;8;PARAOPEBA;354;ANTIGO JARDIM PAINEIRAS;9932080;TABOAO;1;-23,66421127;-46,6166954;0
ESTADUAL - SE;DIADEMA;DIADEMA;3513801;DIADEMA;7377;35007377;JOSE ARTIGAS GENERAL;1;8;GETULIO VARGAS;121;ANTIGO JARDIM MARILENE;9960480;VILA NOGUEIRA;1;-23,695364;-46,5977211;0
ESTADUAL - SE;DIADEMA;DIADEMA;3513801;DIADEMA;7389;35007389;JOAO RAMALHO;1;8;ALAMEDA DA SAUDADE;30;ANTIGO JARDIM ELISA;9990690;CONCEICAO;1;-23,69309998;-46,62390137;0
ESTADUAL - SE;DIADEMA;DIADEMA;3513801;DIADEMA;7390;35007390;ANTONIETA BORGES ALVES PROFESSORA;1;8;DOM PEDRO I;365;AVENIDA;9991000;CONCEICAO;1;-23,69669914;-46,61719894;0
ESTADUAL - SE;DIADEMA;DIADEMA;3513801;DIADEMA;7407;35007407;ANTONIO BRANCO RODRIGUES JUNIOR PROFESSOR;1;8;BOCAIUVA;44;ANTIGO VILA SANTA RITA;9950640;PIRAPORINHA;1;-23,67449951;-46,58269882;0
